#n_killed,n_injured,latitude,longitude,gun_involved,district
1,0,33.7529,84.4841,0,55
0,1,27.4247,80.3372,0,84
0,1,32.4679,86.3553,0,88
0,1,40.0373,75.048,0,0
0,2,37.3591,121.824,0,27
0,1,41.6036,83.6076,0,46
0,0,36.7683,119.848,0,23
0,3,35.6751,80.4856,0,77
0,2,30.1041,82.7175,0,10
0,0,42.7424,87.7888,0,66
1,0,39.8171,86.326,1,92
1,1,46.6021,120.506,0,14
0,0,38.2931,85.6761,1,0
1,0,32.2943,90.2428,0,69
0,2,41.6688,87.637,0,28
0,1,40.8643,73.8898,0,78
0,1,38.5576,121.511,0,7
1,0,39.5144,82.1708,0,78
0,0,40.7327,89.632,0,92
1,0,29.8115,95.7152,0,132
1,0,27.5163,82.5567,0,70
0,0,38.9817,76.5223,0,0
0,0,30.3954,90.0951,0,89
0,0,26.6346,81.8623,0,78
0,0,38.9241,94.4907,0,36
0,1,39.8234,86.1058,0,96
0,1,39.8117,86.0978,0,98
0,0,39.793,84.2103,0,39
0,0,42.1143,72.6133,0,0
1,0,32.8665,96.8769,0,103
0,0,40.6389,74.0252,0,51
1,0,31.7776,106.442,0,76
0,0,38.2616,85.8131,0,0
0,0,40.1464,88.2707,0,103
0,0,29.6353,82.3059,0,20
0,1,45.7841,108.628,0,0
0,0,36.0726,79.7754,0,57
0,0,41.3273,72.8566,0,96
0,1,42.1786,89.2985,0,90
0,0,36.1988,95.8839,0,77
0,0,30.6529,91.1803,0,63
0,0,41.9533,72.5601,0,59
0,1,32.2943,90.2428,0,69
1,0,0,0,1,0
0,1,41.6777,87.6416,0,28
0,1,41.5751,111.844,0,5
0,1,41.9653,88.3623,1,65
1,0,40.0179,75.0826,0,0
1,1,34.0765,118.026,0,48
0,0,33.4347,112.006,0,27
1,0,35.0612,89.8811,0,87
1,0,37.9382,121.29,0,13
0,0,25.7917,80.2,0,109
0,0,40.7688,74.1672,0,29
0,1,42.8017,71.53,0,0
1,0,36.5017,86.8839,0,66
0,0,36.1646,86.7771,0,51
0,0,33.5632,101.944,0,84
0,1,36.8551,76.2681,0,89
0,0,30.7094,88.0806,0,97
0,2,32.5396,93.7547,0,4
0,0,27.2879,80.2962,0,84
0,1,42.9373,85.6489,0,76
0,0,29.9657,90.0553,0,99
0,1,42.9484,85.648,0,75
0,3,30.7015,88.1165,0,99
0,1,36.8577,76.2891,0,89
1,0,29.4827,98.466,0,121
1,0,44.688,85.52,0,104
0,0,38.9065,77.0434,0,0
0,1,41.602,72.8845,0,81
0,0,26.2519,80.1365,0,92
0,1,27.9102,81.5905,0,42
0,0,38.9067,77.0614,0,0
0,1,46.2392,119.072,2,16
0,1,41.0692,81.4633,0,35
0,0,27.8163,82.7095,0,69
0,0,38.9052,77.0488,0,0
0,1,37.6959,122.044,0,20
0,1,29.9712,91.7942,0,48
0,0,39.4258,75.2334,0,3
1,0,40.8924,74.1386,1,34
0,2,41.8953,87.6514,0,10
0,0,32.7029,80.1079,0,116
1,0,39.0093,77.4233,1,87
1,0,47.2554,122.47,0,27
0,0,41.4156,75.6537,1,0
0,0,39.1137,76.8054,0,32
1,0,31.7761,106.502,0,77
1,0,29.5172,98.4641,0,121
0,0,45.6489,122.591,0,49
0,1,42.2032,72.6213,1,0
1,1,34.7671,84.9493,0,4
0,0,39.6548,75.7884,1,25
1,0,33.5024,81.7142,1,81
1,1,35.1579,81.2433,0,47
0,1,36.0822,80.2595,0,71
1,0,36.1219,80.2441,0,72
0,0,36.0092,80.2402,0,75
0,0,45.5191,122.518,0,47
0,1,45.51,122.538,0,47
0,0,39.6807,86.1491,1,93
0,1,40.6695,111.963,1,34
0,2,43.1804,77.6136,0,137
1,1,36.4218,82.4744,0,6
0,0,41.7552,87.5703,0,26
1,0,34.7776,86.5629,0,19
0,1,41.6482,87.5456,0,33
0,0,39.8561,104.674,0,7
1,0,34.1795,117.309,0,40
1,0,34.979,80.8574,0,45
0,1,39.7263,75.556,0,16
0,0,43.5224,71.4645,0,0
0,0,42.0115,87.8152,0,20
0,0,30.9786,86.7647,0,3
0,0,34.9398,81.9214,0,31
0,0,40.6894,74.1,0,31
1,0,38.3857,90.4022,0,113
1,1,40.7259,74.2307,0,28
1,3,32.7548,97.0607,0,93
1,0,34.2189,80.5648,0,52
0,0,35.3931,97.6006,0,90
0,0,41.8953,87.6491,0,10
0,0,34.7686,86.5761,0,19
0,0,37.1506,76.5322,0,93
0,1,32.4486,93.7588,0,3
0,1,30.0971,81.7131,0,18
0,0,43.0116,88.03,0,15
0,0,35.9761,83.9365,0,15
1,0,39.8946,91.3779,0,94
0,0,28.6735,81.4892,0,31
0,2,44.9932,93.2618,0,0
0,0,39.9493,74.903,0,7
0,0,41.5189,74.0354,0,104
0,1,34.0153,118.414,0,54
0,0,32.4803,80.9805,0,122
0,1,41.8964,87.6504,0,10
0,1,26.1499,80.1857,0,94
0,0,43.1927,77.6373,0,136
1,1,40.7186,74.2355,0,28
0,0,27.5456,99.4882,1,42
1,0,35.4908,97.5965,0,87
0,1,36.9026,76.2436,0,89
0,1,33.3563,79.2865,0,103
0,0,40.7198,89.6466,0,92
1,0,33.4901,111.954,0,28
0,0,43.033,83.6581,0,49
1,0,37.9543,121.259,0,13
0,0,40.0235,75.0832,0,0
0,3,41.7835,87.6376,0,6
0,0,40.7989,81.3784,0,49
0,2,39.7105,105.039,0,4
0,0,38.8409,76.9474,0,24
0,0,38.6344,75.4541,0,40
0,0,32.7591,91.9025,0,16
1,0,39.2167,104.931,0,39
0,0,38.8939,90.1675,0,111
0,0,43.0626,83.6989,0,34
0,0,42.6579,83.2606,0,29
0,0,36.8202,76.1241,0,85
0,1,41.915,87.7421,0,3
0,0,41.985,72.515,0,59
0,1,32.4369,86.2755,0,78
0,0,47.4502,122.309,0,33
0,1,32.1659,90.1637,0,62
0,0,33.4805,88.4418,0,41
0,0,43.1139,76.1102,0,128
0,0,35.8995,94.9767,0,4
0,0,40.8766,81.5752,1,38
0,0,34.2668,77.9104,0,18
0,0,41.66,83.5591,0,44
0,1,32.8314,96.7701,0,108
1,3,36.3534,82.4026,0,6
0,1,41.651,83.5926,0,44
0,0,32.689,96.8571,0,111
0,0,39.6548,75.7884,0,25
0,1,37.9804,84.5108,0,0
0,0,30.4564,91.0721,0,69
0,0,36.5134,79.6983,0,65
1,0,39.8947,91.3779,0,94
0,0,27.804,97.4507,0,34
0,0,37.52,77.4894,0,69
1,0,38.8704,83.9038,0,66
0,0,38.1159,84.5211,0,0
0,0,39.3965,84.5671,0,51
0,1,32.3613,81.0944,0,122
0,7,37.7832,122.411,0,17
0,0,38.0109,84.1673,0,0
0,0,43.6272,111.775,0,35
1,0,35.2705,77.5643,0,12
1,1,34.7687,84.9613,0,4
0,2,41.6797,87.6359,0,28
0,0,46.8172,95.8453,0,0
0,0,37.9858,87.5738,0,77
1,0,31.456,83.4995,0,170
1,1,38.0164,121.907,0,14
0,0,26.2665,80.1174,0,92
1,3,33.7749,118.189,0,70
0,1,42.1954,72.6062,0,0
1,1,32.5267,94.3674,0,9
0,0,40.2235,74.7424,0,15
0,0,41.6718,86.3122,0,7
0,2,42.098,72.5791,0,0
1,0,38.9408,76.8959,0,0
0,0,39.7505,84.1703,0,39
1,0,36.8613,76.2695,0,89
1,1,35.6608,78.8588,0,37
0,0,30.0608,90.5543,0,81
0,0,34.7243,92.3356,0,34
1,2,33.9123,118.278,0,64
0,0,44.9699,122.969,0,21
0,0,34.9943,81.242,0,49
0,0,41.8812,87.684,0,10
0,0,41.9389,72.686,0,60
0,0,35.2029,80.7383,0,100
0,0,39.7889,89.6167,0,96
0,0,47.7166,117.397,0,6
0,0,39.2831,76.7538,0,0
0,0,32.2508,110.935,0,9
0,0,30.8747,83.312,0,175
0,0,30.6195,90.3748,0,86
1,0,40.0137,75.1503,0,0
0,0,32.8406,83.6446,0,143
0,0,33.9112,117.903,0,55
0,0,30.7663,88.0843,0,97
0,0,33.5488,101.892,0,84
0,1,36.1914,95.9935,0,73
0,0,30.4941,81.6879,0,14
1,0,34.1065,118.368,0,50
0,2,36.0572,90.5125,0,57
0,0,38.6596,75.5521,0,35
1,0,33.745,84.4267,0,56
0,0,39.7853,86.1664,0,99
0,0,29.7139,90.8289,0,51
0,1,41.2354,73.0077,0,117
0,0,38.9085,76.988,0,0
0,0,42.4519,83.2109,0,35
1,0,33.3926,112.006,0,27
1,0,30.4225,91.0599,0,69
0,0,32.8949,96.804,0,108
0,1,32.9067,80.0818,0,113
0,0,32.8523,83.6878,0,142
0,0,42.3194,71.0724,0,0
1,0,36.8508,76.2859,0,80
0,1,39.893,82.9869,0,17
1,0,41.6034,73.6785,0,105
1,0,35.4093,118.954,0,34
0,0,34.7344,86.6119,0,53
0,0,40.8914,74.0308,0,37
0,0,40.1884,74.7043,0,14
1,1,34.1072,118.37,0,50
0,0,34.7405,86.6449,0,53
0,1,40.7172,74.0773,0,31
0,1,41.7191,87.6495,0,27
0,0,40.7182,89.5877,0,92
1,1,39.9409,75.0905,0,5
0,0,30.791,86.1862,0,5
0,2,27.9821,82.5109,0,62
0,0,47.4875,94.8858,0,0
0,0,37.5486,77.4566,0,71
0,0,36.2572,79.6456,0,65
1,0,28.7632,81.6244,0,31
0,1,42.6243,87.8373,0,64
0,1,37.8314,85.4404,0,0
0,1,30.3534,81.6758,0,13
0,0,28.5147,81.3104,0,47
0,1,40.5768,74.0882,0,64
1,0,30.3501,95.7885,0,16
0,1,42.2561,71.7795,0,0
0,1,41.8526,87.7248,0,9
1,0,34.0108,84.7547,0,19
1,0,30.3256,95.3933,0,16
1,0,47.6872,116.784,3,4
1,0,33.9197,78.9288,0,105
0,0,34.8783,82.2245,1,36
1,0,40.4582,79.9898,0,0
0,1,35.0646,78.8758,1,43
0,1,31.2083,85.38,0,85
1,1,36.1646,79.7321,1,57
0,2,40.0653,75.0904,1,0
1,1,41.3306,72.9306,0,94
0,0,40.5686,80.0163,0,0
0,0,29.7188,95.3711,1,147
0,0,35.2199,80.8681,1,102
1,0,42.2428,83.5853,1,54
0,1,34.822,87.6344,0,1
0,0,32.594,86.1874,1,31
0,0,42.4575,92.2427,1,63
0,0,42.9352,76.5431,0,126
0,0,29.9822,90.2567,1,92
0,0,41.5552,93.5775,0,33
0,0,39.9914,75.1014,0,0
0,0,28.4789,81.405,0,46
0,0,42.6364,83.2884,0,29
0,1,33.4914,88.4176,0,41
0,0,36.1044,79.9352,0,62
0,0,32.3732,88.6865,0,82
0,0,41.7443,73.8242,0,106
0,1,35.3288,91.562,1,45
0,0,42.4531,83.1426,0,27
0,0,32.3682,88.6908,0,82
0,0,30.0083,90.0583,0,97
0,1,39.363,76.5953,0,43
0,0,39.8561,104.674,0,7
1,0,45.0208,93.0224,0,0
0,1,30.0353,90.0128,0,99
0,0,35.8774,78.7936,0,40
0,0,47.6864,117.436,0,3
1,0,38.2776,85.7372,0,71
0,0,47.4272,92.9377,0,0
0,1,33.7751,118.178,0,70
0,0,45.6488,122.593,0,49
1,0,42.9078,70.8132,0,0
0,1,34.0556,78.8909,0,105
0,1,42.7487,73.6817,0,108
0,0,41.3346,94.0134,0,25
1,0,26.4927,80.0868,0,88
0,0,40.3041,76.8975,0,0
0,0,39.0126,92.3439,0,47
0,1,40.8718,74.4503,0,26
0,2,32.516,92.0672,0,16
0,0,31.5827,91.2929,0,94
0,1,40.7924,81.3907,0,49
1,0,40.8126,73.9292,0,84
1,0,39.9119,75.2411,0,0
1,0,42.351,83.1108,0,6
0,0,41.5313,90.5621,0,90
0,0,38.5674,121.482,0,7
0,0,41.7279,71.4381,1,21
1,0,0,0,1,0
0,0,32.7838,96.8052,0,108
0,0,38.9698,77.0702,0,0
1,0,40.4668,79.9395,1,42
1,1,48.4114,118.125,0,7
1,0,26.1302,80.1239,0,93
1,0,26.1439,80.2204,0,95
1,1,48.3984,118.098,0,7
0,0,32.4887,92.0836,0,17
1,0,30.6541,88.2842,0,100
1,0,33.9726,118.358,0,62
0,1,32.6958,96.7727,1,110
0,0,42.2803,71.0832,0,0
0,0,38.9463,76.9984,0,0
1,1,33.3678,84.7886,0,132
0,0,43.1723,78.6765,0,144
0,0,34.9146,82.3202,0,20
0,0,39.775,86.1096,0,98
0,1,40.1015,83.0127,0,21
0,0,42.6973,88.2605,0,63
0,0,38.1757,85.7369,0,0
0,2,38.3718,81.6553,0,37
0,2,30.339,81.6757,0,13
0,2,41.5688,81.55,0,10
1,0,34.9353,82.5589,0,4
0,0,40.2006,84.7863,0,84
0,0,40.8322,81.3275,1,49
0,1,29.9557,90.0726,0,93
1,0,25.9067,80.2359,1,109
0,0,41.4624,87.1465,1,4
0,0,32.8881,97.0374,1,0
0,1,36.1015,115.208,1,42
0,1,39.4502,78.9767,1,0
0,2,40.0233,75.1258,0,0
0,0,40.6325,74.2689,0,22
0,0,42.3814,71.0393,0,0
0,0,44.4052,72.9932,0,0
0,0,39.9493,75.1619,0,0
0,1,42.2107,72.6208,0,0
0,0,33.4347,112.006,0,27
1,2,39.2334,76.6006,0,46
0,0,32.7889,96.8088,0,108
0,0,40.6142,75.5006,0,0
1,0,37.2876,94.0524,0,0
0,0,36.2283,79.2982,0,63
0,0,41.6896,83.563,0,45
0,0,41.5904,87.8719,0,35
0,1,32.8166,80.0372,0,119
0,1,35.0646,78.8758,0,43
0,0,40.2344,76.8279,0,0
0,0,39.784,86.4389,0,28
0,0,29.9902,95.3368,0,141
1,0,48.214,114.353,0,0
0,0,40.7274,89.6321,0,92
1,1,39.9572,82.9512,0,26
0,1,41.0698,85.1534,0,80
0,0,42.507,82.9319,0,42
0,1,33.4707,86.9117,0,55
0,0,46.1424,122.929,0,19
0,0,29.0262,81.3374,0,26
1,0,42.383,83.1263,0,7
0,0,38.9537,76.9952,0,0
0,0,39.3723,76.6097,0,0
0,1,32.1999,110.954,0,2
0,0,41.6339,83.5263,0,46
0,1,35.0613,89.8658,0,84
1,0,35.0928,85.6435,0,92
0,0,40.2329,76.8873,0,0
0,0,42.6156,83.2901,0,29
1,0,33.8116,84.197,0,87
0,0,33.4347,112.006,0,27
0,0,36.8355,76.282,0,89
0,0,36.5951,82.1887,0,1
0,1,35.961,83.9184,0,15
0,1,42.6632,73.7635,0,108
0,0,41.483,90.5122,0,72
0,1,41.5302,81.5902,0,8
0,0,37.1136,76.5145,0,95
0,1,40.8365,89.9853,0,73
0,0,41.5367,90.5452,0,93
1,1,41.467,81.7102,0,10
0,0,39.3723,76.6097,0,0
0,0,45.5627,122.664,0,43
1,2,35.2262,78.7377,0,45
1,0,45.6768,93.9249,0,0
0,1,33.7753,118.178,0,70
0,1,40.0391,75.1448,0,0
0,0,34.6575,92.4104,0,29
0,0,44.5315,88.0505,0,90
1,0,30.3676,81.499,0,12
1,0,30.0313,89.9949,0,99
1,0,39.8101,84.2107,0,43
1,0,36.1878,95.9914,0,73
0,0,44.051,92.4471,0,0
0,0,26.1681,97.6525,0,38
0,0,37.118,76.4963,0,93
0,0,37.9172,122.326,0,15
1,0,40.2559,80.1769,0,0
0,0,38.8541,76.9718,0,0
1,0,29.6469,95.2445,0,145
0,1,39.1274,121.726,0,3
1,0,39.9079,75.1831,0,0
0,1,39.9203,83.8212,0,79
0,0,41.805,71.4581,0,14
0,0,33.7555,84.3906,0,57
0,0,39.6718,84.2524,0,42
0,0,39.7592,76.8159,0,0
0,1,25.8368,80.2988,0,111
0,1,38.6577,82.1371,0,14
0,0,42.7454,73.6789,0,108
0,1,36.0587,119.025,0,26
0,0,34.7528,92.3452,0,33
0,0,39.659,79.6388,0,52
0,0,44.0304,92.4631,0,0
1,0,36.0585,79.8595,0,60
0,0,28.6728,81.4704,0,31
0,0,39.8744,75.2424,0,0
1,0,41.3887,81.8146,0,14
0,0,29.9648,90.053,0,99
0,1,33.9957,118.283,0,59
0,0,38.7497,90.3721,0,73
0,0,41.5551,81.5527,0,8
0,0,31.2036,85.4196,0,86
0,0,42.9125,85.6091,0,75
0,2,35.9849,83.9353,0,13
0,0,40.8234,73.8642,0,85
1,0,28.3661,80.7432,0,51
0,1,29.8327,95.5203,0,139
0,0,32.5516,85.8397,0,81
0,0,47.6301,117.37,0,3
0,0,39.8744,75.2424,0,0
1,0,35.6814,80.4727,0,77
0,0,33.579,101.818,0,84
0,0,39.8436,84.8829,0,56
0,1,33.4365,86.9144,0,56
0,0,42.3141,71.7971,0,0
0,1,30.3394,81.7194,0,14
0,0,38.7497,90.3721,0,73
0,0,39.542,119.715,0,30
1,0,33.896,80.3331,0,51
0,1,30.7273,88.1001,0,98
1,0,41.7689,72.5277,0,12
0,1,40.8125,91.1198,0,87
1,0,35.093,106.644,0,11
1,0,33.9316,118.125,0,58
0,0,47.6913,117.426,0,3
0,1,33.3755,84.8149,0,70
1,0,39.5127,82.1641,0,78
0,0,44.8604,93.2819,0,0
0,0,34.2317,77.9239,1,18
0,0,61.2166,149.778,1,0
0,0,36.3045,82.3631,0,7
0,1,27.4676,99.4736,1,42
0,0,30.3342,87.7277,1,95
0,0,37.6689,122.115,1,20
1,0,38.4331,82.4074,0,16
1,0,34.7792,82.4083,1,25
0,0,29.8134,81.322,1,24
0,1,35.2184,113.971,1,5
0,0,39.7797,86.2659,0,92
0,1,36.975,85.919,1,0
1,0,35.4049,119.025,1,34
0,0,30.3342,87.7277,0,95
0,0,43.4349,85.2832,0,70
0,0,40.5806,73.9367,0,45
0,0,30.6755,88.246,0,101
0,1,36.6198,79.5883,1,14
0,1,29.814,81.3178,1,24
1,0,34.0261,118.215,1,53
0,0,43.322,76.4072,3,120
0,0,41.544,87.3376,0,14
0,0,27.3718,82.526,0,70
1,0,40.0371,74.8949,1,7
1,0,47.6835,117.435,0,3
0,1,40.0389,75.1438,1,0
0,0,29.4874,98.4917,0,123
0,1,32.443,93.7791,0,3
0,1,28.5418,81.3972,0,46
0,0,33.6726,86.8386,0,51
0,1,25.6309,80.3358,0,115
1,1,0,0,1,0
0,0,42.089,72.5768,1,0
1,0,38.591,90.2441,0,80
0,0,33.8876,118.226,0,64
1,0,32.8823,83.6881,0,141
0,1,38.5483,121.428,0,7
0,0,41.1717,73.2011,0,130
0,0,38.77,90.4936,0,65
0,0,43.0241,88.1669,1,13
0,0,39.7692,84.233,0,39
0,1,41.8307,87.6154,0,26
1,0,37.807,122.297,0,18
0,0,42.9055,70.8157,0,0
1,1,42.9212,78.8496,0,141
1,0,43.0983,87.9983,0,17
0,1,40.9204,74.1519,0,35
0,0,33.2189,87.5745,0,71
0,0,36.2192,82.337,0,4
1,2,41.6993,86.2791,0,6
1,0,32.8064,83.7172,0,142
0,1,47.6631,122.314,0,43
0,0,31.9286,106.413,0,78
0,1,36.8185,84.2045,0,0
0,1,35.9377,79.9885,0,60
0,2,42.2693,89.0788,0,67
0,1,28.6571,81.3365,0,30
0,0,42.0892,72.5764,0,0
0,0,40.7899,111.979,0,23
0,0,35.9233,84.0696,0,18
0,0,38.9591,77.0171,0,0
0,1,42.2725,89.1626,0,67
0,0,27.7528,97.4027,0,32
1,0,29.531,82.5116,0,20
1,0,32.5358,92.1103,0,14
0,0,40.6866,89.6081,0,92
0,0,40.02,75.1589,0,0
0,1,42.9771,83.7326,0,49
0,0,35.3233,80.9025,0,101
1,0,39.7367,105.029,0,4
0,0,29.8372,95.3843,0,148
0,0,42.5287,70.9271,0,0
0,0,29.7095,95.6028,0,149
0,1,34.7233,86.5972,0,53
0,1,35.7512,86.93,0,64
0,0,40.3446,76.4318,0,0
0,0,29.9701,90.0524,0,99
0,0,29.9637,90.047,0,99
0,0,29.7752,95.3102,0,143
1,1,40.0013,79.5725,0,0
0,0,25.7959,80.287,0,111
0,1,31.156,83.7691,0,172
0,0,39.4016,74.516,0,2
0,0,40.0699,80.7216,0,3
1,0,38.6019,90.2354,0,79
0,0,29.7604,95.3698,0,147
0,0,38.2495,85.7983,0,0
0,2,29.9591,90.0622,0,93
0,1,32.7022,117.112,0,80
0,1,35.0583,89.8873,0,87
0,0,29.9819,90.1056,0,94
0,1,35.6868,88.8385,0,73
0,0,40.6091,74.0057,0,47
1,0,33.7684,84.5137,0,53
0,0,40.6882,75.2242,0,0
0,1,42.1138,87.7802,0,18
0,0,33.6356,84.4333,0,60
0,0,42.3668,83.268,0,17
1,0,43.0991,87.9982,0,17
0,0,29.9872,95.3477,0,141
0,1,35.1001,90.0739,0,90
0,0,42.6438,73.7495,0,108
0,0,26.0967,80.1327,0,93
1,1,42.4098,83.043,0,5
0,0,39.3904,84.565,0,51
0,0,35.2077,111.621,0,6
0,0,36.0733,119.044,0,26
1,1,45.6248,123.039,0,31
0,0,40.8086,81.4037,0,49
0,0,39.8025,84.222,0,43
0,0,35.2121,89.909,0,98
0,0,45.5898,122.595,0,44
0,1,40.1792,80.2,0,0
0,0,45.6396,122.68,0,49
0,0,39.7774,84.2384,0,39
0,0,37.6213,122.379,0,22
0,1,43.0666,83.6859,0,34
0,4,36.7394,119.693,0,31
0,0,33.5624,86.7541,0,59
0,1,39.8193,75.4667,0,7
0,1,32.5061,84.9897,0,135
1,0,33.7232,84.1578,0,94
0,0,29.7034,95.6077,0,149
1,0,35.3002,99.6423,0,55
0,1,39.9638,82.9654,0,18
0,0,42.698,87.8168,0,66
0,0,38.9659,76.4923,0,0
0,1,40.9052,73.8475,0,83
0,1,30.0236,95.4205,0,150
0,0,39.7812,89.6358,0,96
0,0,31.7591,106.48,0,77
0,0,41.7576,72.6663,0,4
0,1,32.346,90.8741,0,55
0,0,33.8021,79.0186,0,105
1,0,45.0329,110.71,0,0
0,0,40.9822,75.1912,0,0
0,1,32.3374,86.2908,0,77
0,0,40.6235,75.4129,0,0
0,1,40.8185,73.922,0,84
0,0,43.5875,116.194,0,18
0,0,47.0128,122.877,1,22
1,2,30.5022,91.1173,0,29
0,0,41.4577,90.5073,1,71
0,0,32.6468,97.2258,1,96
1,0,43.0683,83.7299,1,34
0,0,40.684,89.6196,0,92
1,0,33.4538,112.074,1,24
0,0,30.669,88.0813,1,103
0,0,29.6907,95.3629,0,146
0,0,41.1096,75.3921,0,0
0,1,36.7958,76.3328,1,80
0,0,40.2293,76.9153,1,0
0,0,40.5763,75.4696,1,0
1,0,33.9218,84.5781,1,41
0,0,40.2659,96.7444,0,0
0,1,37.7287,122.373,0,17
1,0,43.077,87.9435,0,16
0,1,42.4926,92.3223,0,62
0,0,37.3382,121.886,0,27
1,0,33.9774,118.329,0,62
0,1,39.8251,86.1498,0,96
0,0,30.0087,95.4165,0,141
0,1,29.9406,90.0372,0,102
1,1,36.0493,115.225,0,8
0,0,21.3372,157.909,0,31
0,0,42.3481,83.0613,0,6
0,0,39.8257,86.0492,0,98
1,0,40.0194,75.1323,0,0
0,0,41.5185,87.4289,0,15
1,0,40.6375,75.3981,0,0
0,0,33.5624,86.7541,0,59
0,0,39.211,84.603,0,29
0,0,34.7692,92.3913,0,35
0,1,39.9364,75.1153,0,5
0,0,37.5612,122.021,0,20
0,1,40.0013,75.1382,0,0
0,0,39.9845,75.8107,0,0
0,0,40.0146,83.0108,0,25
1,1,31.8339,102.35,0,81
0,1,32.8031,80.0256,0,119
0,0,42.332,71.1121,0,0
0,1,40.1792,80.2,0,0
1,0,40.0054,82.9709,0,25
0,2,27.7637,97.4136,0,34
0,1,40.3287,79.6088,0,0
0,0,26.174,80.1466,0,94
0,3,32.8337,83.6686,0,142
1,0,32.2346,97.7553,0,59
0,0,34.0336,80.981,0,78
0,0,26.351,81.7792,0,76
0,0,41.7585,71.4445,0,16
0,0,34.1563,118.826,0,44
0,0,32.6433,97.214,0,96
0,1,42.1138,87.7802,0,18
1,0,35.449,81.1963,0,97
0,1,35.3705,97.5034,0,54
0,1,39.809,75.5488,0,12
0,0,39.767,84.2125,0,39
0,0,37.2971,121.784,0,27
1,0,40.6979,73.8994,0,38
0,0,27.9835,82.5371,0,62
1,0,41.6036,87.3476,0,3
0,0,39.8561,104.674,0,7
0,0,40.235,74.7761,0,15
0,1,30.2428,92.0307,0,44
0,0,30.6912,92.2811,0,38
0,0,38.8462,76.9828,0,0
0,0,29.6747,95.5612,0,149
0,0,37.3959,77.6848,0,66
0,0,43.6597,70.2586,0,119
1,0,29.7604,95.3698,0,147
0,1,36.796,76.3351,0,80
0,1,26.76,80.1167,0,88
0,0,40.2356,83.3548,0,86
1,0,35.229,97.436,0,44
0,1,30.4491,91.1871,0,67
0,0,41.3178,72.9378,0,93
0,0,28.8745,81.2711,0,27
0,1,29.9771,90.0494,0,93
0,0,39.5247,75.0412,0,1
0,0,41.4754,82.1389,0,56
0,0,37.6286,84.7641,0,0
0,0,40.7113,89.5863,0,92
0,0,38.9165,77.0189,0,0
1,0,39.358,74.4381,0,2
0,1,32.3588,86.3358,0,78
0,0,41.6361,83.5264,0,46
0,0,38.063,84.7327,0,0
0,1,41.7596,72.6894,0,3
1,0,29.9694,90.0759,0,93
0,0,28.5147,81.3104,0,47
0,0,40.6998,89.6092,0,92
0,0,35.2294,101.818,0,87
0,0,27.9835,82.5371,0,62
0,0,39.2833,84.4691,0,28
0,0,29.7594,95.3169,0,143
0,0,39.947,82.9521,0,26
0,1,41.8882,87.7993,0,78
0,1,29.9753,90.0295,0,99
1,1,39.9508,86.3358,0,24
0,0,27.7774,97.5023,0,34
1,0,33.9382,118.309,0,62
0,1,41.7338,87.6177,0,34
0,1,25.6781,80.4405,0,119
0,0,40.6022,80.2818,0,0
0,1,39.942,75.2307,0,0
0,0,38.0705,84.4762,0,0
0,1,42.3082,71.0676,0,0
0,1,41.8014,87.6444,0,6
0,0,38.9306,77.0378,0,0
0,1,42.3118,71.0579,0,0
0,1,28.5288,81.4343,0,46
0,2,42.0082,87.6682,0,14
0,0,39.3669,76.5827,0,43
0,1,35.1038,90.016,0,91
0,1,28.5734,81.4064,0,46
0,0,33.7856,89.8435,0,34
0,0,30.4369,91.0476,0,101
0,1,35.0505,89.8709,0,87
0,0,47.6849,117.352,0,3
0,1,41.6135,70.4846,0,0
0,0,39.3832,119.637,0,39
0,1,39.2123,84.5474,1,32
0,1,19.6276,155.929,2,6
0,2,33.2303,87.5728,0,71
0,0,42.5189,92.4558,1,59
1,0,42.5411,82.8808,1,31
1,1,37.8331,122.273,1,15
0,0,42.3032,71.0799,0,0
0,1,41.7245,87.5511,0,25
0,2,39.2852,76.6787,0,41
1,0,38.8523,76.9297,0,25
1,0,46.2058,119.138,0,8
0,1,35.2274,89.9868,1,88
0,2,40.8661,111.879,0,19
0,0,38.4249,82.4121,0,16
1,0,38.0034,121.297,0,13
1,0,39.778,86.0927,0,98
0,1,47.61,122.317,0,43
0,0,39.2651,80.3684,0,48
0,0,42.9749,71.4737,0,0
0,0,42.3553,83.268,0,17
0,1,30.1869,85.7689,0,6
0,0,30.0302,95.5851,0,126
0,0,26.1709,80.2034,0,95
1,1,40.6085,74.078,0,64
0,0,43.0518,83.7011,0,34
0,0,42.587,71.3391,0,0
0,0,33.3168,82.0874,0,126
1,1,48.1542,103.613,0,1
1,0,41.8022,87.6188,0,5
0,1,47.8904,122.258,0,21
0,1,32.4879,93.7333,0,2
0,0,38.8996,76.9317,0,0
0,2,41.8204,87.6053,0,26
1,0,38.1846,85.8483,0,0
0,0,38.8946,76.9191,0,0
0,1,43.1478,77.6261,0,137
0,1,41.7193,87.6311,0,27
0,1,42.3291,83.2162,0,10
0,2,40.9901,80.4955,1,0
1,0,40.6979,73.8994,0,38
1,0,36.1181,80.2305,0,72
0,0,28.4323,81.5818,0,44
0,0,32.3563,90.1208,0,64
0,0,35.2301,101.795,0,87
0,0,41.0535,73.564,0,145
0,2,37.5466,77.4673,0,69
0,1,32.2583,90.2105,0,71
0,0,38.2881,104.583,0,62
0,0,38.3559,75.5967,0,0
0,2,34.62,92.9769,0,22
0,0,40.7357,74.1724,0,29
