#n_killed,n_injured,latitude,longitude,gun_involved,district
0,0,36.8725,76.283,0,89
0,1,42.3486,83.0418,0,4
1,0,44.1153,103.069,0,35
0,0,42.3773,71.065,0,0
0,0,35.4733,97.5182,0,92
0,1,34.8024,82.4926,0,10
0,0,38.663,90.2213,1,79
1,0,41.8759,87.7618,0,8
1,0,40.9264,74.1794,0,35
0,0,43.2066,70.8916,0,0
0,1,42.6459,71.314,0,0
0,0,32.5735,80.7868,0,121
0,0,41.6545,72.9231,0,79
0,0,43.8238,70.112,0,106
0,0,33.4663,86.9096,0,57
0,1,42.9834,85.6893,0,76
0,0,36.1582,95.9403,0,77
0,0,25.8508,80.1852,0,108
0,0,39.3207,74.5996,0,2
1,0,27.0251,82.1318,0,75
0,0,36.1483,75.8395,0,1
0,0,37.0145,88.6533,0,0
1,0,39.3702,74.4287,0,2
0,0,32.4597,84.9314,0,135
1,0,41.2612,111.948,0,7
0,0,41.6622,70.2975,0,0
0,1,33.6817,85.8273,0,32
0,1,43.0155,73.7903,0,113
1,0,39.6983,104.837,0,42
0,1,34.4318,79.3661,0,55
0,0,41.7429,72.6829,0,6
0,0,33.2096,87.5471,0,63
0,1,32.7347,116.972,0,71
0,0,37.781,122.201,0,18
0,0,38.662,90.3396,0,86
0,0,41.8902,87.6624,0,10
0,1,34.6878,118.124,0,36
0,0,37.8105,122.254,0,18
1,0,37.0221,76.4398,0,95
0,0,34.845,79.1176,0,47
0,1,34.3175,118.463,0,39
0,0,37.7562,122.192,0,18
0,0,33.8501,84.499,0,40
0,1,36.188,95.9403,0,72
0,0,38.9979,92.3143,0,45
0,0,36.9356,76.2139,0,83
0,0,35.2355,89.981,0,88
0,1,41.0834,81.5706,0,34
1,0,34.0633,118.257,0,51
0,1,34.3175,118.463,0,39
0,2,30.4679,91.1201,0,61
1,0,35.0703,79.019,0,42
0,0,30.2108,90.9315,0,58
0,0,41.7843,71.437,0,17
1,2,33.6476,84.4882,0,62
0,0,39.7832,104.77,0,7
0,1,41.7956,87.6747,0,1
0,2,40.6752,73.9194,0,55
0,1,33.7096,84.4294,0,58
1,0,38.3801,81.8274,0,35
1,0,32.3817,88.7113,0,82
1,0,35.1852,89.8758,0,98
1,0,34.0311,118.343,0,54
0,0,35.6681,80.4874,0,77
1,0,30.3358,81.7646,0,14
0,0,37.8952,81.1654,0,32
0,1,42.4632,96.3478,0,6
0,0,43.0462,76.1308,0,129
0,0,34.7923,82.4684,0,10
0,0,40.7867,74.2025,0,28
0,1,40.4079,79.947,0,0
0,0,42.5521,82.8723,0,31
0,0,42.9175,85.7245,0,77
0,0,33.9599,84.3655,0,51
0,0,43.1962,86.261,0,91
0,1,40.8614,79.9417,0,0
1,0,42.3591,83.1496,0,11
0,0,44.76,93.1232,0,0
0,0,30.2202,97.7499,0,51
0,0,40.7841,74.1972,0,28
0,1,43.1647,77.5697,0,137
0,0,41.1092,80.622,0,58
0,0,42.4409,85.6448,0,88
0,0,43.0747,87.8891,0,19
0,1,36.2314,86.7589,0,54
0,0,40.3782,76.3043,0,0
0,0,30.1801,92.004,0,43
0,1,42.629,83.272,0,29
0,0,39.8205,86.0044,0,98
0,1,32.7556,96.6474,0,110
0,1,36.0322,83.9204,0,16
1,0,42.3675,83.0123,0,4
0,1,42.0182,87.6807,0,14
0,0,25.7968,80.2762,0,111
0,1,33.2978,111.829,0,17
0,0,37.9549,121.288,0,13
0,0,28.5971,81.4171,0,45
0,0,42.701,73.1012,0,0
0,0,29.7299,95.5141,0,137
0,0,37.389,77.4269,0,62
0,0,32.7941,79.9323,0,111
0,0,35.0661,78.7619,0,43
0,0,29.9258,90.0078,0,102
0,0,39.1031,84.512,0,32
0,0,34.1315,79.9469,0,62
0,1,32.8277,96.6579,0,107
0,1,60.9266,161.515,0,36
0,1,41.7641,87.6125,0,32
0,0,33.5138,82.0211,0,124
0,0,34.4214,118.466,0,38
0,1,32.3451,95.3046,0,6
0,0,32.055,81.0626,0,165
0,1,39.609,75.7475,0,27
0,1,30.8216,83.3002,0,177
1,0,35.3562,97.5062,0,54
0,1,36.8477,76.281,0,89
0,1,38.9258,76.9648,0,0
0,0,36.0752,95.9756,0,71
0,1,41.4744,81.741,0,13
1,0,34.7109,80.7623,0,44
0,0,39.7817,84.2342,0,39
0,1,37.7311,97.3141,0,89
0,0,42.2302,83.3289,0,22
0,0,37.3916,79.1468,0,22
0,0,26.0333,80.1414,0,100
0,0,39.294,76.62,0,40
1,0,40.3884,111.916,0,2
0,0,42.1033,72.5702,0,0
0,0,43.105,88.002,0,12
0,0,42.5165,92.3616,0,62
1,0,37.2288,77.3921,0,63
0,0,33.381,117.251,0,75
0,1,39.9519,83.0286,0,18
0,1,32.6336,85.3757,0,83
0,0,36.0825,79.7447,0,57
0,1,40.6536,111.989,0,39
0,0,39.1265,84.5257,0,31
0,0,38.8421,76.9874,0,0
0,0,40.3922,80.02,0,0
0,1,29.4119,98.4289,0,120
0,1,38.676,90.2441,0,76
0,0,40.5613,122.401,0,1
0,0,33.5299,86.8655,0,60
0,1,29.3754,98.4548,0,119
0,1,42.9286,78.8027,0,141
0,0,41.3461,82.0641,0,55
0,0,41.9694,91.6574,0,65
0,0,37.8215,122.279,0,18
1,0,38.75,90.5271,0,106
0,0,41.6244,93.6589,0,36
0,1,32.8202,83.6666,0,142
0,0,43.4683,88.8293,0,39
0,0,34.2643,85.1805,1,13
0,1,39.9213,83.1463,1,23
1,0,32.4627,93.7026,1,6
0,0,36.0809,83.9257,1,16
0,0,32.8982,97.0404,1,98
1,0,45.5324,122.845,1,34
0,1,25.8633,80.2103,0,108
1,0,0,0,1,0
0,1,41.8693,87.6628,0,9
0,0,35.0029,89.9369,1,85
0,1,37.3871,79.145,0,22
0,0,33.9773,83.3641,1,118
0,0,42.4417,73.2628,2,0
0,0,31.1251,97.7287,1,55
0,1,40.6366,74.1197,0,61
0,1,39.9794,75.2255,0,0
0,0,29.9365,95.4592,1,0
0,0,39.8952,75.1241,0,5
0,1,30.2516,81.7473,0,15
0,0,31.3212,85.4358,0,93
0,1,40.9154,75.9653,0,0
0,0,39.082,108.449,0,54
1,0,44.9891,92.2779,0,29
0,0,38.622,90.1441,0,114
0,0,33.6356,84.4333,0,60
0,1,36.8247,76.1546,0,85
0,1,37.5927,122.061,0,20
1,1,41.6611,85.9034,0,48
0,0,32.3944,88.7076,0,82
0,1,41.6751,72.7732,0,25
0,0,36.183,94.1844,0,88
0,0,32.4952,94.7159,0,7
0,1,39.2984,76.574,0,45
0,0,41.2861,72.88,0,99
0,1,34.7455,92.2752,0,33
0,1,33.7698,117.917,0,69
0,0,41.899,87.6343,0,9
0,1,42.5298,82.9094,0,42
0,1,39.3113,76.6827,0,41
0,1,35.524,98.7012,0,57
0,0,39.8496,104.674,0,7
1,0,27.9506,81.8901,0,56
0,1,41.8589,87.6688,0,2
0,0,37.3883,79.1449,0,22
0,1,33.7956,84.2279,0,86
0,1,38.9242,76.9636,0,0
0,0,37.2773,121.758,0,27
0,1,36.9834,76.4122,0,95
0,0,37.386,79.1453,0,22
0,1,41.8661,87.7031,0,9
0,0,37.9159,122.305,0,15
0,0,29.469,98.5285,0,116
0,0,37.741,122.195,0,18
0,0,40.828,96.6746,0,0
0,0,30.8312,91.1783,0,62
0,1,39.2993,76.5751,0,45
0,1,34.0628,117.784,0,52
0,1,38.7916,90.7387,0,108
0,1,30.6067,90.514,0,86
0,0,39.1891,96.575,0,66
0,0,37.3206,122.039,0,28
0,1,31.9989,81.119,0,162
0,0,38.4136,82.4507,0,16
0,0,41.2922,96.1195,0,0
0,1,42.1775,72.3658,0,0
0,1,40.4153,79.9981,0,0
0,1,40.8603,73.8932,0,78
0,0,35.645,88.8011,0,80
1,0,30.0194,95.3968,0,141
0,1,40.1811,85.3841,0,34
0,0,34.2878,118.741,0,38
0,0,35.0029,89.9369,0,85
0,3,38.7011,90.2546,0,76
0,0,34.8397,82.3646,0,24
0,0,35.8096,90.6737,0,58
0,1,41.8839,87.6799,0,10
0,2,42.5595,70.9572,0,0
0,0,28.389,81.4222,0,48
0,0,36.2645,86.7115,0,54
1,0,41.7258,87.5973,0,33
1,0,41.7079,73.9255,0,104
0,0,28.4447,81.4023,0,48
0,0,38.8203,76.7456,0,0
0,0,41.938,73.9768,0,103
0,0,38.0212,121.361,0,13
1,0,38.2475,85.8049,0,0
0,0,40.0108,75.104,0,0
1,0,40.4464,79.8928,0,0
0,0,36.1334,86.6652,0,52
0,0,42.5049,92.3374,0,62
0,1,28.4022,80.7538,0,51
0,0,37.1989,93.2761,0,132
0,0,43.0889,75.199,0,119
1,0,37.4573,77.5428,0,27
0,1,39.3007,76.6241,0,40
0,0,35.1001,89.9429,0,93
0,0,31.9012,90.3748,0,76
0,1,41.6446,83.5626,0,44
0,2,38.6663,90.2787,0,84
0,0,38.473,77.9945,0,30
1,0,38.2189,122.64,0,10
0,0,34.2277,85.164,0,13
1,0,28.7362,81.3378,0,29
0,2,37.8215,122.279,0,18
0,0,37.7884,122.242,0,18
1,0,40.41,79.8701,0,0
0,2,41.7336,87.5503,0,26
0,0,41.3127,96.0238,0,0
0,0,43.0609,83.7049,0,34
0,0,32.4443,84.9529,0,135
0,0,39.8316,84.8792,0,56
0,0,37.7916,122.223,0,18
0,0,41.2996,95.9566,0,0
0,1,34.5634,82.7849,0,8
0,0,36.4289,97.8867,0,40
0,0,40.7197,74.216,0,28
0,1,33.8263,117.224,0,61
1,0,38.8938,76.9269,0,0
0,0,40.7909,121.847,0,1
0,1,38.0148,84.4839,0,0
1,0,40.4912,80.02,0,0
1,0,43.3018,72.4794,0,0
0,0,38.0112,84.5584,0,0
0,0,39.1238,84.516,0,31
0,1,30.1221,95.5932,0,150
1,0,29.7701,95.2039,0,143
0,1,40.0204,82.9645,0,25
0,0,33.744,116.164,0,56
1,0,32.696,117.127,0,80
0,0,40.0475,75.0597,0,0
0,0,42.2311,85.6798,0,61
0,0,38.445,122.748,0,10
0,1,30.6539,95.8901,0,13
0,0,28.436,81.3065,0,48
0,0,40.1705,87.6308,0,104
0,0,37.5358,121.914,0,25
0,1,39.3613,74.4403,0,2
0,0,32.8982,97.0404,1,98
0,0,40.7821,111.98,0,23
1,0,26.7736,80.0832,1,88
0,0,36.1334,86.6652,0,52
0,1,36.8725,89.6107,1,149
0,0,42.2234,83.6659,1,55
1,0,31.2851,92.4148,1,26
0,0,37.3225,113.478,1,75
0,1,43.014,78.8793,0,140
1,0,29.8555,90.112,1,83
0,1,40.6385,111.973,1,39
0,1,41.0679,85.1281,1,80
0,0,30.0886,95.6132,0,130
1,0,43.4021,83.9445,1,95
1,0,36.6296,79.3976,0,14
0,0,34.4063,118.566,1,38
1,0,33.7584,84.5423,0,61
0,0,42.1593,72.5115,0,0
0,0,29.9822,90.2567,0,92
0,0,32.5217,88.5146,1,45
0,0,35.9478,80.1225,1,80
0,0,35.9826,80.018,1,61
0,1,42.6769,91.9102,1,64
1,0,37.0954,113.557,2,75
0,0,42.7123,87.826,0,66
0,0,41.6138,86.6981,0,20
0,0,32.8408,83.6326,0,143
0,0,37.5332,77.4212,0,71
0,0,37.8198,122.19,0,15
0,0,39.6864,75.5945,0,17
0,0,27.6875,97.3636,0,32
1,7,42.3728,83.2434,0,10
0,0,37.7908,122.229,0,18
0,1,38.5542,75.561,0,40
0,0,29.9645,90.0452,0,99
0,0,39.9821,76.8147,0,0
0,1,29.9012,90.0032,0,105
0,0,33.7545,84.3901,0,57
0,1,41.8421,71.4029,0,4
0,1,29.9012,90.0032,0,105
1,0,26.7736,80.0832,0,88
0,0,33.9322,84.38,0,52
0,0,43.0637,76.1464,0,129
0,1,35.0624,89.8936,0,87
0,0,46.2589,119.116,0,16
0,0,31.9371,102.208,0,82
0,0,41.6415,83.5474,0,46
0,0,37.7932,122.159,0,18
0,0,40.4023,79.9885,0,0
0,0,38.9072,77.0369,0,0
0,0,32.4533,84.9905,0,135
0,1,39.4781,88.3952,0,110
0,1,32.6248,80.8818,0,122
0,1,41.4587,81.7497,0,13
1,0,36.1908,115.156,0,6
0,0,37.7434,122.17,0,18
0,0,46.7612,92.1319,0,0
0,0,32.4333,83.8077,0,146
1,0,41.0542,81.5553,0,35
0,0,37.83,122.27,0,15
1,0,38.2504,104.603,0,62
0,0,32.2871,81.0807,0,118
0,1,35.0857,78.8799,0,43
0,1,36.1916,95.9403,0,72
1,0,39.2952,76.665,0,40
0,1,39.9081,75.1048,0,5
0,0,28.0099,82.3934,0,61
1,0,37.3673,77.6078,0,66
0,1,39.2811,76.6387,0,40
0,0,29.9886,90.062,0,97
0,0,39.8097,86.0834,0,98
0,0,33.6356,84.4333,0,60
0,0,30.8983,81.6035,0,180
0,2,30.2446,92.0395,0,44
0,1,37.5551,77.416,0,71
0,0,32.3749,94.7094,0,7
0,0,30.2251,92.0056,0,44
0,1,39.9175,75.2407,0,0
0,0,40.9222,74.1934,0,35
1,0,37.8404,84.3154,0,0
1,0,30.4408,84.3217,0,8
0,0,39.8385,84.8897,0,56
0,0,37.4167,77.6742,0,65
1,0,26.1407,80.1346,0,93
0,0,29.4632,81.4133,0,24
0,0,44.4766,73.2125,0,0
0,1,34.4929,82.6499,0,8
1,0,42.0225,87.6707,0,14
0,0,37.7371,122.415,0,17
0,0,42.3516,71.1251,0,0
0,0,45.4275,122.623,0,41
1,0,41.5749,87.3295,0,3
1,0,31.3028,89.2941,0,103
1,0,42.2971,83.2905,0,16
0,1,33.7107,112.272,0,22
0,1,32.7897,79.9519,0,111
0,1,40.7406,74.0465,0,33
1,0,33.3886,112.067,0,27
1,0,40.6191,74.0349,0,46
0,0,32.5033,94.7749,0,7
0,2,37.5876,120.957,0,21
0,0,30.3501,95.7885,0,16
0,0,44.0411,92.6284,1,0
0,0,40.5913,80.2253,0,0
0,0,29.8173,95.439,0,148
0,0,35.6369,88.79,3,80
0,1,32.446,95.7038,0,2
0,0,33.6692,84.0225,0,92
0,0,38.9032,92.3443,0,46
0,0,39.4032,75.0361,0,1
0,1,37.7543,122.405,0,17
0,0,44.1256,69.2459,0,49
0,0,33.8982,88.9939,0,22
0,0,37.0414,76.4508,0,95
0,0,38.9194,77.0283,0,0
0,0,25.869,80.218,0,108
0,0,32.4784,92.102,0,17
0,0,36.7706,119.723,0,31
0,1,33.6258,112.041,0,20
0,0,36.137,95.8999,0,78
0,0,35.133,118.523,0,34
0,0,36.0916,115.151,0,16
0,0,39.9546,82.8656,0,26
0,0,46.8615,96.8467,0,27
0,1,30.0902,95.6193,0,130
0,1,38.9698,91.1329,0,41
0,0,38.9038,92.3463,0,46
0,0,37.5322,77.4203,0,71
0,2,41.4707,81.6328,0,11
1,0,33.3922,112.082,0,27
0,0,30.4182,86.8894,0,3
0,0,31.3024,92.4747,0,26
0,0,42.2556,71.7914,0,0
0,1,40.8181,96.7109,0,0
0,0,40.8886,74.5476,0,25
0,1,38.67,90.2647,0,84
0,0,29.4632,81.4133,0,24
0,0,40.8262,96.68,0,0
1,0,29.7868,82.9479,0,21
0,1,41.7294,87.5581,0,25
0,0,28.6297,81.3647,0,30
0,1,37.7647,122.173,0,18
0,0,33.7219,78.933,0,56
0,1,35.1582,89.9532,0,93
0,0,35.3179,119.028,0,34
1,0,34.0957,80.5334,0,50
0,0,32.3646,88.7208,0,82
0,0,27.9815,82.286,0,58
0,0,37.9688,84.4835,0,0
0,0,42.3015,71.0598,0,0
0,1,36.1457,119.054,0,26
0,1,41.296,95.9494,0,0
0,1,38.471,122.679,0,2
0,0,44.2896,90.8469,0,92
0,1,36.9182,89.3596,0,148
0,1,36.0457,86.6744,0,53
0,1,29.1861,82.1564,0,20
0,0,34.4074,118.566,0,38
0,0,38.5348,90.0361,0,114
0,0,29.2068,82.166,0,20
0,1,38.4098,82.4027,0,16
0,0,32.064,84.2088,0,138
0,0,43.0595,76.1484,0,129
0,0,42.4748,92.3301,0,61
0,1,36.187,95.8965,0,77
1,0,32.6959,117.132,0,80
0,0,41.3124,72.895,0,95
1,1,29.7607,95.1126,0,144
1,1,29.7637,95.1544,0,144
1,0,34.2263,92.024,0,17
0,0,33.8439,84.3775,0,54
0,0,42.5284,83.3602,0,37
0,1,35.961,83.9184,0,15
0,1,39.1884,84.5113,0,33
0,0,43.0228,76.1594,0,128
0,1,41.4832,81.7674,0,13
0,0,40.2049,74.7506,0,15
0,1,39.2811,76.6387,0,40
0,0,33.7823,118.198,0,70
1,0,39.1892,84.5128,0,33
0,0,40.4814,107.201,0,26
0,1,33.4658,112.03,0,24
0,0,27.9461,82.4581,0,60
0,0,34.9128,82.1231,0,36
0,0,42.2977,83.2868,0,16
0,1,28.0532,81.9575,0,40
0,1,34.9138,82.0843,0,34
0,0,41.1963,84.9185,0,85
0,2,36.2264,86.6279,0,60
0,0,40.7567,74.179,1,29
0,0,35.4206,82.4842,0,117
0,0,32.4801,84.8962,0,137
1,0,38.5402,106.021,0,60
0,2,38.6677,90.2066,0,79
0,2,47.5219,122.27,0,37
0,0,39.9997,75.1388,0,0
0,0,37.656,97.3471,0,86
1,1,0,0,2,0
0,1,41.2548,111.951,0,7
0,1,41.1791,73.2026,0,128
0,0,35.0177,89.8246,0,84
0,0,32.7291,96.6982,0,110
0,0,38.2421,85.8014,0,0
0,1,29.5207,83.1649,0,21
0,0,39.6626,75.7523,0,25
0,0,33.6859,78.9813,0,68
0,0,29.9872,95.3477,0,141
0,1,38.114,85.8086,0,0
0,1,41.3254,72.9414,0,93
0,0,41.2563,95.8694,0,15
0,0,39.2997,76.5899,0,45
0,1,32.3399,88.6579,0,81
0,0,40.1312,105.126,0,12
0,0,39.5251,119.813,0,24
0,0,40.6977,74.2271,0,20
0,0,38.0616,81.0755,0,32
1,0,29.7281,95.5169,0,137
0,0,40.7199,74.1864,0,29
0,0,41.9715,87.8954,0,77
1,0,38.7483,90.3177,0,73
0,0,46.6903,92.2107,0,0
1,0,29.9395,90.0203,0,102
0,0,37.8441,122.261,0,15
0,0,43.0228,76.1594,0,128
0,1,40.4533,79.9039,0,0
0,1,32.5648,95.6006,0,2
0,0,29.2338,82.1673,0,20
0,1,32.4955,92.0937,0,17
0,1,36.1836,94.5487,0,87
0,2,43.1829,77.6162,0,137
0,0,37.7934,122.194,0,18
0,1,40.4159,79.9881,0,0
0,1,34.9732,85.2152,0,3
0,0,39.6061,79.8936,0,51
0,0,46.7904,100.78,0,32
0,2,29.1892,82.1484,0,20
0,1,39.2731,76.6975,0,0
0,0,37.5657,77.4742,0,71
0,0,36.1972,95.9845,0,73
0,0,33.3584,80.5968,0,66
1,0,31.9528,83.8979,0,148
0,0,37.7676,122.175,0,18
0,1,28.5902,81.47,0,45
0,0,38.2209,85.6651,0,0
0,2,37.6009,97.3341,0,98
0,0,40.6394,74.1143,0,61
1,1,30.0119,90.0718,0,97
1,0,29.7843,95.1761,0,143
0,1,35.1205,90.0439,0,90
0,0,29.7403,94.974,0,144
0,0,36.731,119.787,0,31
0,0,33.5057,90.1885,0,32
0,0,36.0129,121.42,0,30
0,0,29.9872,95.3477,0,141
0,1,35.0187,85.2384,0,28
0,1,35.0584,106.586,0,19
0,1,32.5536,84.9363,0,134
0,0,31.069,97.6424,0,54
0,1,35.2051,80.7388,0,99
0,0,44.7864,69.8835,0,86
0,0,42.2728,88.864,0,69
1,0,29.7836,95.1761,0,143
0,1,42.3485,83.0402,0,4
1,0,29.6654,95.5749,0,131
0,0,40.805,96.6916,0,0
0,1,33.4971,86.8361,0,55
0,0,32.4887,80.9682,0,122
0,1,41.8025,87.643,0,6
0,0,34.7166,92.2249,0,36
0,0,41.633,83.5904,0,44
0,1,44.4837,73.2138,0,0
0,0,38.9762,92.2587,0,44
1,0,41.6064,87.376,0,3
0,0,37.7761,122.182,0,18
1,0,35.8656,78.5919,0,38
1,0,40.0603,74.1762,0,30
0,0,35.0884,106.515,0,20
0,0,37.7523,122.193,0,18
0,0,32.7752,114.615,0,56
1,0,29.9405,90.0202,0,102
0,1,42.2687,89.137,0,67
0,0,29.5972,81.5963,0,19
0,1,32.3676,88.7241,0,82
1,0,35.9913,84.0826,0,89
1,0,41.758,72.6859,0,3
0,1,32.3522,88.6088,0,81
0,0,32.8201,86.618,0,42
0,0,30.3616,89.187,0,120
0,1,39.13,84.4921,0,31
0,1,33.9588,83.3456,0,118
0,0,40.0169,83.0244,0,22
0,0,33.9719,117.391,0,61
0,0,37.7895,122.223,0,18
0,0,41.1172,87.8724,0,79
0,0,39.5347,119.798,0,24
0,0,29.5084,98.5809,0,116
0,0,38.9366,76.9606,0,0
0,1,32.4936,84.9795,0,135
0,0,31.7962,85.9637,0,89
0,1,38.6441,90.2128,0,79
0,0,40.0332,75.1163,0,0
0,0,41.3294,72.9262,0,94
1,1,33.9647,84.3557,0,51
0,1,41.7513,87.6027,0,5
0,0,42.3141,71.7971,0,0
0,0,29.9832,90.0524,0,93
0,0,32.4434,84.9536,0,135
0,0,29.1493,82.1855,0,22
0,2,36.1804,86.6023,1,60
1,0,35.7452,93.9687,1,82
0,1,35.2483,90.7421,1,49
0,0,33.5975,86.6442,1,44
0,0,36.0979,80.2498,0,71
0,0,39.9231,82.8303,1,26
0,0,40.4557,75.298,1,0
1,0,39.8166,86.0802,0,98
1,0,29.6434,95.2528,2,0
1,1,36.7325,88.6409,0,0
0,0,42.2427,83.6218,0,54
0,0,64.8188,147.865,0,5
0,0,34.7278,92.2811,0,36
0,1,40.6858,75.2353,0,0
0,0,31.6004,84.1759,0,153
1,0,35.2826,77.5718,0,12
0,0,40.1125,88.2396,0,103
0,0,39.1432,76.7496,1,32
0,2,40.7851,73.9769,1,67
0,0,29.9822,90.2567,0,92
0,0,29.6656,95.1902,1,0
0,0,38.861,76.9667,0,0
0,0,43.4496,71.3184,0,0
0,1,35.2172,80.8854,0,102
0,0,25.7968,80.2762,0,111
0,1,41.9112,87.7744,0,78
0,1,39.3393,76.6625,0,40
0,0,37.7922,92.2448,1,122
0,0,39.7797,89.6204,0,96
0,0,33.9217,83.3305,1,119
0,1,38.9055,77.0142,0,0
0,0,29.1971,82.1528,0,20
1,0,40.0007,75.1648,0,0
0,1,39.9525,75.2387,0,0
0,0,37.8061,80.8701,0,28
0,0,38.4326,122.717,1,10
0,0,42.2321,83.7393,1,53
0,0,34.7758,82.5976,1,5
0,0,33.956,83.789,1,114
0,1,42.1106,72.5509,0,0
0,1,35.2012,80.8757,0,102
0,0,38.5521,77.3411,0,52
0,0,33.4631,81.9509,0,125
0,1,34.7134,92.37,0,30
0,3,38.036,121.327,0,13
0,1,39.1868,84.4644,0,33
0,0,39.7462,84.3238,0,39
0,0,29.9999,90.114,0,94
1,0,35.5045,97.5099,0,99
0,0,26.6237,81.9406,0,77
0,0,38.0855,84.547,0,0
0,0,42.9051,70.814,0,0
0,0,39.2666,94.6649,0,13
0,1,36.7742,76.2034,0,85
0,0,41.069,85.0772,0,85
1,1,35.1753,89.9268,0,98
0,0,27.6096,80.4659,0,54
0,0,41.4869,81.5348,0,9
1,1,38.1376,121.264,0,9
0,1,33.3581,82.0644,0,125
0,0,40.5576,74.2846,0,19
1,0,29.2295,81.0412,0,26
0,1,26.7301,80.0512,0,88
0,1,41.7359,87.6657,0,36
0,1,30.3899,81.7151,0,14
0,0,39.3965,91.2891,0,40
0,0,30.8398,83.2575,0,177
1,1,30.3204,81.5683,0,13
0,0,41.4575,81.565,0,9
0,0,39.7771,84.2105,0,39
0,0,42.9805,71.4573,0,0
0,0,40.8171,96.6481,0,0
0,0,39.8952,75.1241,0,5
1,0,44.4446,87.7858,0,1
0,0,42.7392,71.307,0,0
0,0,36.2281,115.275,0,37
0,0,41.4826,81.7354,0,13
1,0,35.7831,83.5513,0,12
1,0,41.5984,87.558,0,34
0,0,35.7983,86.4141,0,34
0,0,38.088,84.4726,0,0
1,0,33.7729,84.1912,0,87
0,0,41.292,96.135,0,0
0,1,43.0432,87.9341,0,18
0,1,38.8569,76.9718,0,0
0,0,37.7544,122.164,0,18
0,1,27.1706,80.2102,0,82
0,1,41.7885,72.6819,0,5
0,0,42.6681,83.1081,0,45
0,0,37.747,122.157,0,18
0,0,32.4514,84.9675,0,135
0,1,40.6854,73.3999,0,11
0,0,32.9141,117.144,0,77
0,0,44.1985,72.4905,0,0
0,0,32.8087,83.663,0,142
0,1,32.909,96.7085,0,112
0,1,45.7265,94.4724,0,0
1,0,33.9803,81.0301,0,72
0,0,37.4736,122.139,0,24
0,1,36.7016,121.654,0,30
0,0,32.135,85.718,0,84
1,1,37.4736,122.139,0,24
1,0,42.981,82.4464,0,83
0,1,33.4649,82.0008,0,124
0,1,38.8767,76.934,0,0
0,0,43.0025,76.1345,0,129
0,1,42.3717,71.2505,0,0
1,0,37.736,84.3055,0,0
0,1,37.7811,81.1839,0,30
0,1,39.1526,84.4844,0,33
1,0,32.921,80.0318,0,15
1,0,36.2319,115.157,1,7
1,0,40.2622,76.8669,1,0
0,1,40.8561,73.8861,1,78
0,0,34.0224,85.9764,1,29
0,1,40.0282,75.14,0,0
1,0,30.7601,89.8911,0,75
0,0,44.9227,69.2634,1,25
0,0,30.4204,89.0648,1,119
1,0,33.3231,81.1261,1,90
0,2,40.64,74.1311,0,61
0,2,33.1962,87.5648,1,70
1,0,34.0707,117.252,0,40
0,1,33.8836,117.602,0,60
1,0,33.1296,88.1646,0,61
1,2,32.9523,83.78,1,141
0,0,29.4459,83.0287,0,21
0,1,43.0123,87.9321,0,8
1,0,30.461,87.271,0,1
0,0,42.421,82.9104,0,1
0,0,36.1859,95.9398,0,72
0,0,39.0952,94.4003,0,21
0,0,39.533,119.798,0,24
0,0,40.8018,73.9393,0,68
1,0,33.9939,81.0283,0,72
0,1,27.1866,80.2121,0,83
1,0,30.431,84.2603,0,8
0,0,34.0254,118.395,0,54
0,0,29.2021,81.0362,0,26
0,0,41.8847,87.6841,0,10
0,1,40.7825,111.9,0,24
0,0,35.193,80.8263,0,88
0,1,41.7911,87.6191,0,5
0,1,33.4862,112.147,0,30
1,0,33.9788,81.0313,0,72
0,1,32.538,93.7707,0,4
0,1,41.7278,87.5734,0,33
0,0,33.9794,84.3175,0,51
0,0,33.7574,78.8044,0,107
0,0,24.9207,80.6327,0,120
0,0,39.4734,118.799,0,38
0,1,34.7488,106.761,0,8
0,0,33.6564,84.4969,0,62
0,1,37.7765,122.184,0,18
0,0,33.5178,80.8615,0,95
0,0,35.1334,119.475,0,34
0,1,32.2662,90.2249,0,71
0,0,39.2776,76.6147,0,46
0,1,45.5044,122.503,0,51
0,0,40.9011,73.1195,0,4
0,0,33.5874,101.923,0,84
0,1,39.3206,76.6734,0,41
0,0,45.4713,122.604,0,41
0,1,32.4462,81.3559,0,159
0,1,33.5304,86.7773,0,54
0,1,39.2949,76.6632,0,40
1,0,41.4475,81.6053,0,9
0,2,32.538,93.7707,0,4
0,1,40.7488,73.5958,0,19
0,0,29.9254,90.0861,0,91
0,1,41.7228,83.5917,0,45
0,0,26.4889,81.7035,0,78
0,1,34.1156,118.324,0,43
1,0,41.8247,87.6198,0,5
0,0,25.7968,80.2762,0,111
0,1,40.7759,111.908,0,24
0,0,39.1268,84.5151,0,31
0,1,39.1361,84.5716,0,32
1,1,32.5465,94.3775,0,9
0,1,28.0514,81.9522,0,40
0,0,29.9746,92.1343,0,47
0,0,43.0521,76.1363,0,129
0,1,32.4893,84.8771,0,137
0,0,48.7426,122.449,0,40
0,0,41.1277,73.3837,0,143
0,0,38.2241,104.645,0,46
1,1,33.4948,112.134,0,30
0,0,40.749,74.1734,0,29
1,2,38.036,121.327,0,13
0,0,42.6786,71.4242,0,0
0,0,42.0929,72.6191,0,0
0,2,41.1989,73.1803,0,124
0,0,29.9999,90.114,0,94
0,1,33.7468,84.5181,0,61
0,0,46.7986,92.1021,0,0
